iteration,taxid,set,LatestSppName
8,10331,train,Equid alphaherpesvirus 4
8,10279,train,Molluscum contagiosum virus
8,1985688,test,Curionopolis curiovirus
8,3052605,train,Pegivirus F
8,3052437,train,Schmallenberg orthobunyavirus
8,108098,train,Human mastadenovirus B
8,10266,train,Sheeppox virus
8,1972570,train,Malpais Spring vesiculovirus
8,3052310,train,Lassa mammarenavirus
8,10406,train,Ground squirrel hepatitis virus
8,1511803,train,Passerivirus A
8,10335,train,Human alphaherpesvirus 3
8,3052452,train,Turlock orthobunyavirus
8,3052594,train,Avian paraavulavirus 3
8,1972581,train,Durham tupavirus
8,2560259,train,Achimota pararubulavirus 1
8,85708,train,Porcine circovirus 2
8,11137,train,Human coronavirus 229E
8,3052596,test,Tuhoko pararubulavirus 1
8,3052232,test,Hepacivirus F
8,40012,train,Saumarez Reef virus
8,356862,train,Peruvian horse sickness virus
8,3052588,train,Chilibre phlebovirus
8,129956,train,Murine mastadenovirus A
8,2560580,train,Mammalian orthorubulavirus 5
8,3052298,test,Bear Canyon mammarenavirus
8,3052495,test,Rockport orthohantavirus
8,3052523,train,Kasokero orthonairovirus
8,2560260,train,Achimota pararubulavirus 2
8,3052612,train,Pegivirus G
8,36427,train,Rotavirus C
8,40537,train,Epsilonpapillomavirus 1
8,10567,train,Iotapapillomavirus 1
8,1678144,train,Orthohepevirus B
8,3052733,test,Porcine respirovirus 1
8,40052,train,Changuinola virus
8,1987018,train,Ekpoma 1 tibrovirus
8,1986112,train,Bovine nidovirus 1
8,3052314,train,Lujo mammarenavirus
8,1308859,train,Drosophila affinis sigmavirus
8,1891730,test,Mus musculus polyomavirus 1
8,11665,train,Equine infectious anemia virus
8,10623,train,Kappapapillomavirus 2
8,1481452,train,Mosavirus A
8,1511779,test,Mischivirus A
8,3052189,test,Primate erythroparvovirus 1
8,48981,test,Drosophila X virus
8,3052306,train,Gairo mammarenavirus
8,1603962,train,Rabovirus A
8,38804,train,Yaba monkey tumor virus
8,138948,test,Enterovirus A
8,365327,train,Cervid alphaherpesvirus 2
8,2031165,train,Parechovirus C
8,1146873,test,Murine mastadenovirus B
8,40057,train,Lebombo virus
8,3052322,train,Oliveros mammarenavirus
8,3052202,train,Ferak feravirus
8,1986113,train,Chinook salmon nidovirus 1
8,2560319,train,Avian orthoavulavirus 1
8,3052331,train,Whitewater Arroyo mammarenavirus
8,1897087,train,Mammalian 2 orthobornavirus
8,3052330,train,Wenzhou mammarenavirus
8,3052405,test,Main Drain orthobunyavirus
8,3052337,train,Nova mobatvirus
8,62352,train,Eyach virus
8,1985983,train,Avisivirus C
8,1978534,train,Barur ledantevirus
8,694009,test,Severe acute respiratory syndrome-related coronavirus
8,11746,train,Jaagsiekte sheep retrovirus
8,11657,train,Bovine immunodeficiency virus
8,129955,train,Equine mastadenovirus B
8,338781,train,Micromonas pusilla reovirus
8,3052237,train,Hepacivirus G
8,28874,test,Volepox virus
8,1548722,test,Waterbird 1 orthobornavirus
8,1914568,train,Potamipivirus A
8,64894,train,Phnom Penh bat virus
8,3052525,train,Dera Ghazi Khan orthonairovirus
8,2169971,train,Visna-maedi virus
8,10371,train,Equid gammaherpesvirus 5
8,1987123,test,Hepatovirus B
8,3052537,train,Thiafora orthonairovirus
8,53182,train,Feline foamy virus
8,3052230,train,Hepacivirus C
8,1972620,train,Marco hapavirus
8,1239577,train,Mamastrovirus 13
8,3052788,train,Imjin thottimvirus
8,1978538,train,Keuraliba ledantevirus
8,3052598,test,Tuhoko pararubulavirus 3
8,3052239,train,Hepacivirus L
8,1987130,train,Hepatovirus I
8,95342,train,Sapporo virus
8,3052764,train,Rice hoja blanca tenuivirus
8,10537,test,Canine mastadenovirus A
8,1891770,train,Mus musculus polyomavirus 2
8,1511772,train,Avisivirus A
8,334205,train,Nupapillomavirus 1
8,10366,train,Murid betaherpesvirus 1
8,3052503,train,Tula orthohantavirus
8,1239573,train,Mamastrovirus 9
8,1431460,test,Hunnivirus A
8,3052233,train,Hepacivirus H
8,1980917,train,Salmonid novirhabdovirus
8,64285,train,Rio Bravo virus
8,693066,train,Bovine rhinitis B virus
8,3052529,test,Nairobi sheep disease orthonairovirus
8,2560318,train,Avian metaavulavirus 8
8,1244203,train,Bat coronavirus HKU10
8,694006,train,Rousettus bat coronavirus HKU9
8,1972566,train,Radi vesiculovirus
8,3052026,train,Carnivore bocaparvovirus 1
8,242710,train,Tree shrew mastadenovirus A
8,1972616,train,Kamese hapavirus
8,519014,train,Aquareovirus G
8,277944,train,Human coronavirus NL63
8,3052486,train,Montano orthohantavirus
8,10991,train,Rice dwarf virus
8,948741,test,Drosophila obscura sigmavirus
8,130327,train,Ovine atadenovirus D
8,694015,train,Beluga whale coronavirus SW1
8,170325,train,Canid alphaherpesvirus 1
8,2560525,train,Human orthorubulavirus 2
8,1714619,train,Mammalian 1 orthobornavirus
8,11768,train,Feline leukemia virus
8,2560526,train,Human orthorubulavirus 4
8,3052242,train,Kibale herbevirus
8,40058,train,Orungo virus
8,3052626,train,Pestivirus B
8,698672,test,Moussa virus
8,1914574,test,Limnipivirus A
8,35269,train,Woodchuck hepatitis virus
8,3052210,train,Cumuto goukovirus
8,10256,train,Raccoonpox virus
8,129950,train,Bovine mastadenovirus B
8,11216,train,Human respirovirus 3
8,1881950,train,Elapid 1 orthobornavirus
8,42475,train,Rice ragged stunt virus
8,694008,train,Pipistrellus bat coronavirus HKU5
8,3052477,train,Dobrava-Belgrade orthohantavirus
8,3052473,train,Cao Bang orthohantavirus
8,10271,train,Rabbit fibroma virus
8,1159907,train,White-eye coronavirus HKU16
8,3052748,train,Insect shangavirus
8,2170060,train,Zegla orthobunyavirus
8,1678146,train,Orthohepevirus D
8,1679172,train,Chobar Gorge virus
8,3052480,train,Hantaan orthohantavirus
8,1972574,train,Maraba vesiculovirus
8,40067,train,Wad Medani virus
8,226613,train,Reptilian orthoreovirus
8,72149,train,Aichivirus A
8,686985,test,Sapelovirus B
8,59816,train,Yellowtail ascites virus
8,3052474,train,Choclo orthohantavirus
8,335100,train,Rotavirus D
8,273810,train,Eriocheir sinensis reovirus
8,10497,train,African swine fever virus
8,10987,train,Wound tumor virus
8,104395,test,Rabbit picobirnavirus
8,209854,train,Maize fine streak nucleorhabdovirus
8,2560310,train,Avian metaavulavirus 11
8,1972576,train,Chandipura vesiculovirus
8,745716,train,Coffee ringspot dichorhavirus
8,10326,train,Equid alphaherpesvirus 1
8,3052321,train,Okahandja mammarenavirus
8,693998,train,Rhinolophus bat coronavirus HKU2
8,1155188,train,Bovine rhinitis A virus
8,1985698,train,Lettuce big-vein associated varicosavirus
8,2509284,train,Fly wubeivirus
8,10244,train,Monkeypox virus
8,3052516,train,Estero Real orthonairovirus
8,2560602,train,Mumps orthorubulavirus
8,2003499,train,Mischivirus C
8,3052524,train,Keterah orthonairovirus
8,11809,train,Moloney murine sarcoma virus
8,3052718,train,Rodent protoparvovirus 2
8,1002359,train,Drosophila ananassae sigmavirus
8,3052323,train,Paraguayan mammarenavirus
8,1972572,train,Cocal vesiculovirus
8,59509,test,Lumpy skin disease virus
8,3052633,train,Wutai mosquito phasivirus
8,11041,train,Rubella virus
8,64300,train,Modoc virus
8,688436,train,Quaranfil quaranjavirus
8,3052482,train,Kenkeme orthohantavirus
8,3052484,train,Luxi orthohantavirus
8,1972595,train,Kimberley ephemerovirus
8,186805,test,Goatpox virus
8,1978544,train,Oita ledantevirus
8,10276,test,Swinepox virus
8,10317,train,Cercopithecine alphaherpesvirus 2
8,10564,train,Deltapapillomavirus 2
8,3052211,train,Gouleako goukovirus
8,33724,train,Nilaparvata lugens reovirus
8,1335626,train,Middle East respiratory syndrome-related coronavirus
8,3052614,test,Pegivirus K
8,2170030,train,Newbury 1 virus
8,694005,train,Murine coronavirus
8,3052299,train,Brazilian mammarenavirus
8,2040663,train,Enterovirus I
8,1972621,train,Mosqueiro hapavirus
8,1678145,train,Orthohepevirus C
8,3052241,train,Herbert herbevirus
8,3052225,train,Nipah henipavirus
8,694014,train,Avian coronavirus
8,1986959,train,Aichivirus F
8,691956,train,Avihepatovirus A
8,3052618,train,Pestivirus I
8,1980916,train,Piscine novirhabdovirus
8,3052344,train,Cetacean morbillivirus
8,3052595,test,Tuhoko pararubulavirus 2
8,35252,test,Alcelaphine gammaherpesvirus 1
8,341721,test,Aedes pseudoscutellaris reovirus
8,3052763,train,Rice stripe tenuivirus
8,1239566,train,Mamastrovirus 2
8,488317,train,Eggplant mottled dwarf nucleorhabdovirus
8,10345,train,Suid alphaherpesvirus 1
8,3052343,train,Small ruminant morbillivirus
8,114424,train,Ovine mastadenovirus A
8,329862,train,Equine torovirus
8,3052327,train,Solwezi mammarenavirus
8,35244,train,Bovine alphaherpesvirus 5
8,3052325,train,Mobala mammarenavirus
8,1980915,train,Hirame novirhabdovirus
8,2560316,train,Avian metaavulavirus 6
8,33756,test,European brown hare syndrome virus
8,47929,train,Macacine betaherpesvirus 3
8,1239574,train,Mamastrovirus 10
8,2031166,train,Parechovirus D
8,1511776,train,Gallivirus A
8,1972577,train,Indiana vesiculovirus
8,33706,train,Caviid betaherpesvirus 2
8,1987019,train,Ekpoma 2 tibrovirus
8,219584,train,Pike fry sprivivirus
8,3052205,train,Reptilian ferlavirus
8,1986960,train,Ampivirus A
8,3052475,train,Dabieshan orthohantavirus
8,11864,train,Avian leukosis virus
8,205896,train,Cypovirus 2
8,40050,train,African horse sickness virus
8,1985706,train,Strawberry crinkle cytorhabdovirus
8,1972593,train,Bovine fever ephemerovirus
8,246280,train,Liao ning virus
8,1972623,train,Ngaingan hapavirus
8,3052789,train,Thottopalayam thottimvirus
8,40054,train,Epizootic hemorrhagic disease virus
8,390157,train,Senecavirus A
8,237020,train,Porcine torovirus
8,1972613,test,Gray Lodge hapavirus
8,152177,train,Orchid fleck dichorhavirus
8,3052731,train,Murine respirovirus
8,205910,train,Cypovirus 15
8,1298633,train,Aichivirus C
8,55744,train,Equid alphaherpesvirus 9
8,1548720,test,Passeriform 1 orthobornavirus
8,3052472,train,Bruges orthohantavirus
8,40056,train,Eubenangee virus
8,1985699,train,Barley yellow striate mosaic cytorhabdovirus
8,1978533,test,Nkolbisson ledantevirus
8,1511805,train,Rosavirus A
8,1985704,train,Northern cereal mosaic cytorhabdovirus
8,1965074,train,Fathead minnow nidovirus 1
8,1159908,test,Wigeon coronavirus HKU20
8,1987126,train,Hepatovirus E
8,3052610,test,Pegivirus A
8,2560321,train,Avian orthoavulavirus 13
8,340907,train,Papiine alphaherpesvirus 2
8,3052448,train,Tete orthobunyavirus
8,2560326,train,Avian orthoavulavirus 9
8,1803957,test,Parechovirus B
8,47000,train,Equine rhinitis A virus
8,1972569,train,Perinet vesiculovirus
8,3052496,test,Sangassou orthohantavirus
8,1978545,train,Fikirini ledantevirus
8,195059,train,Datura yellow vein nucleorhabdovirus
8,1972622,train,Mossuril hapavirus
8,35243,train,Ateline alphaherpesvirus 1
8,2749935,train,Taro vein chlorosis nucleorhabdovirus
8,10334,test,Felid alphaherpesvirus 1
8,1972683,train,Arboretum almendravirus
8,3052300,train,Cali mammarenavirus
8,3052559,train,Mapuera orthorubulavirus
8,204269,test,Great Island virus
8,40065,train,Chenuda virus
8,1511084,train,Influenza D virus
8,194965,train,Aichivirus B
8,693999,test,Scotophilus bat coronavirus 512
8,10320,test,Bovine alphaherpesvirus 1
8,3052224,train,Mojiang henipavirus
8,1978542,test,Mount Elgon bat ledantevirus
8,1986958,train,Aichivirus E
8,207343,train,Bovine foamy virus
8,99000,train,Tanapox virus
8,1972597,test,Yata ephemerovirus
8,1972571,train,Carajas vesiculovirus
8,1972637,train,Colocasia bobone disease-associated cytorhabdovirus
8,137443,train,Macropodid alphaherpesvirus 1
8,311229,train,Mycoreovirus 3
8,1978540,train,Le Dantec ledantevirus
8,2560340,train,Bat mumps orthorubulavirus
8,10273,train,Myxoma virus
8,1978535,test,Fukuoka ledantevirus
8,195060,train,Potato yellow dwarf nucleorhabdovirus
8,10372,test,Human betaherpesvirus 7
8,1987129,train,Hepatovirus H
8,3052627,test,Badu phasivirus
8,1978543,train,Kumasi ledantevirus
8,3052625,train,Pestivirus C
8,104581,train,St Croix River virus
8,2499620,train,Alphaarterivirus equid
8,130309,train,Human mastadenovirus F
8,39637,train,Equid alphaherpesvirus 8
8,3052223,train,Hendra henipavirus
8,1884453,test,Reptile sunshinevirus 1
8,2499677,test,Kappaarterivirus wobum
8,118140,test,Teschovirus A
8,10990,train,Rice black streaked dwarf virus
8,79891,train,Cervid alphaherpesvirus 1
8,3052599,train,Menangle pararubulavirus
8,56094,test,Aquareovirus A
8,1985696,test,Sena Madureira sripuvirus
8,3052609,train,Pegivirus J
8,1978539,train,Yongjia ledantevirus
8,3052602,train,Tioman pararubulavirus
8,381543,train,Salmon aquaparamyxovirus
8,10986,train,Rice gall dwarf virus
8,12110,train,Foot-and-mouth disease virus
8,696863,train,Carp sprivivirus
8,28876,train,Rotavirus B
8,1972618,train,Landjia hapavirus
8,10325,train,Macacine alphaherpesvirus 1
8,3052307,train,Guanarito mammarenavirus
8,10385,train,Bovine gammaherpesvirus 4
8,3052221,train,Cedar henipavirus
8,55987,train,Salmon isavirus
8,11307,test,Sonchus yellow net nucleorhabdovirus
8,2502000,train,Thetaarterivirus mikelba 1
8,56144,test,Deltapapillomavirus 3
8,1978546,train,Kolente ledantevirus
8,369960,train,Porcine type-C oncovirus
8,1330068,train,Cadicivirus A
8,337052,train,Deltapapillomavirus 4
8,3052606,train,Pegivirus H
8,205899,test,Cypovirus 5
8,3052767,train,Maize stripe tenuivirus
8,2499930,train,Betaarterivirus chinrav 1
8,57747,train,Aquareovirus B
8,1297661,train,Munia coronavirus HKU13
8,3052620,train,Pestivirus H
8,1972596,train,Koolpinyah ephemerovirus
8,3052243,train,Tai herbevirus
8,3052269,train,Jonchet jonvirus
8,10989,test,Maize rough dwarf virus
8,1914576,train,Limnipivirus C
8,2560309,train,Avian metaavulavirus 10
8,2560320,train,Avian orthoavulavirus 12
8,574549,train,Bulbul coronavirus HKU11
8,28875,train,Rotavirus A
8,205908,train,Cypovirus 14
8,2499621,train,Lambdaarterivirus afriporav
8,46839,train,Colorado tick fever virus
8,3052229,test,Hepacivirus J
8,77763,test,Banna virus
8,181667,train,Lambdapapillomavirus 1
8,1985697,train,Sripur sripuvirus
8,1884878,train,Psittaciform 2 orthobornavirus
8,3052622,train,Pestivirus D
8,202910,train,Bubaline alphaherpesvirus 1
8,38170,train,Avian orthoreovirus
8,77698,train,Fiji disease virus
8,2560293,train,Anativirus A
8,133704,test,Porcine circovirus 1
8,1987124,train,Hepatovirus C
8,129953,train,Bovine mastadenovirus A
8,1985693,train,Almpiwar sripuvirus
8,1965089,train,Coronavirus HKU15
8,12092,train,Hepatovirus A
8,1913643,train,Bat coronavirus CDPHE15
8,1985695,test,Niakha sripuvirus
8,1678143,train,Orthohepevirus A
8,3052236,train,Hepacivirus B
8,694000,train,Miniopterus bat coronavirus 1
8,74501,test,Bovine torovirus
8,1978541,train,Wuhan ledantevirus
8,1897731,train,Aichivirus D
8,1985982,test,Avisivirus B
8,1972586,train,Coastal Plains tibrovirus
8,40059,train,Palyam virus
8,394239,train,Koala retrovirus
8,11234,train,Measles morbillivirus
8,40062,train,Warrego virus
8,1755588,train,Sicinivirus A
8,3052765,train,Iranian wheat stripe tenuivirus
8,75888,train,Baboon orthoreovirus
8,11978,train,Feline calicivirus
8,1985694,train,Chaco sripuvirus
8,185954,train,Mal de Rio Cuarto virus
8,3052227,train,Hepacivirus D
8,145856,train,Human picobirnavirus
8,2170004,train,Megrivirus A
8,1972615,train,Joinjakaka hapavirus
8,1231903,test,Eilat virus
8,2003391,train,Harkavirus A
8,11786,train,Murine leukemia virus
8,694001,train,Miniopterus bat coronavirus HKU8
8,1972587,train,Kotonkan ephemerovirus
8,1821750,train,Cardiovirus B
8,1972589,train,Adelaide River ephemerovirus
8,12064,train,Enterovirus E
8,1914575,train,Limnipivirus B
8,2501965,train,Epsilonarterivirus safriver
8,1985702,train,Lettuce necrotic yellows cytorhabdovirus
8,311228,train,Mycoreovirus 1
8,1972567,train,Yug Bogdanovac vesiculovirus
8,1972686,test,Puerto Almendras almendravirus
8,40061,train,Wallal virus
8,3052611,train,Pegivirus B
8,1985703,test,Lettuce yellow mottle cytorhabdovirus
8,10353,train,Saimiriine alphaherpesvirus 1
8,1972592,train,Obodhiang ephemerovirus
8,2501948,train,Iotaarterivirus kibreg 1
8,3052228,train,Hepacivirus A
8,3052762,test,Rice grassy stunt tenuivirus
8,2083444,train,Aquareovirus E
8,1987013,train,Sweetwater Branch tibrovirus
8,348823,train,Maize Iranian mosaic nucleorhabdovirus
8,1659771,train,Sakobuvirus A
8,185782,test,Aquareovirus C
8,2499685,train,Betaarterivirus suid 2
8,1157337,train,Piscine orthoreovirus
8,2499680,train,Betaarterivirus suid 1
8,10565,train,Deltapapillomavirus 1
8,10995,train,Infectious bursal disease virus
8,11636,train,Reticuloendotheliosis virus
8,2499678,train,Gammaarterivirus lacdeh
8,1170234,train,Feline morbillivirus
8,3052607,train,Pegivirus D
8,1972617,train,La Joya hapavirus
8,1972594,train,Berrimah ephemerovirus
8,519497,train,Southern rice black-streaked dwarf virus
8,118027,train,Nelson Bay orthoreovirus
8,205895,test,Cypovirus 1
8,33708,train,Murid gammaherpesvirus 4
8,3052238,train,Hepacivirus I
8,1511781,test,Oscivirus A
8,1511783,train,Pasivirus A
8,312185,train,Erbovirus A
8,1755590,train,Kunsagivirus A
8,2560313,train,Avian metaavulavirus 2
8,3052226,train,Hepacivirus N
8,1972612,train,Flanders hapavirus
8,3052193,test,Rodent erythroparvovirus 1
8,28295,train,Porcine epidemic diarrhea virus
8,1239438,train,Avastrovirus 2
8,3052234,train,Hepacivirus M
8,1972624,train,Ord River hapavirus
8,2501969,train,Etaarterivirus ugarco 1
8,1972614,train,Hart Park hapavirus
8,3052619,train,Pestivirus A
8,279896,test,Maize mosaic nucleorhabdovirus
8,1094373,train,Drosophila melanogaster sigmavirus
8,2499622,train,Deltaarterivirus hemfev
8,1330066,train,Aquamavirus A
8,1658615,train,Deltaarterivirus pejah
8,2501999,train,Thetaarterivirus kafuba
8,2499932,train,Zetaarterivirus ugarco 1
8,2501964,train,Epsilonarterivirus hemcep
8,1972639,train,Alfalfa dwarf cytorhabdovirus
8,2501947,train,Iotaarterivirus debrazmo
8,1972619,train,Manitoba hapavirus
8,1972584,train,Tibrogargan tibrovirus
8,1972626,train,Wongabel hapavirus
8,1972625,train,Parry Creek hapavirus
8,3052604,train,Pegivirus E
8,1330524,train,Salivirus A
9,337042,train,Alphapapillomavirus 7
9,337049,train,Alphapapillomavirus 11
9,333766,train,Alphapapillomavirus 13
9,64288,train,Royal Farm virus
9,337041,test,Alphapapillomavirus 9
9,147712,train,Rhinovirus B
9,337050,train,Alphapapillomavirus 6
9,333754,train,Alphapapillomavirus 10
9,337044,test,Alphapapillomavirus 5
9,334207,test,Betapapillomavirus 3
9,333924,train,Betapapillomavirus 2
9,37124,test,Chikungunya virus
9,249583,train,Irkut lyssavirus
9,333757,train,Alphapapillomavirus 8
9,64291,train,Israel turkey meningoencephalomyelitis virus
9,59302,train,Ndumu virus
9,1072176,train,Bokeloh bat lyssavirus
9,90961,train,Australian bat lyssavirus
9,237716,train,Khujand lyssavirus
9,44025,train,Koutango virus
9,11292,train,Rabies lyssavirus
9,334204,train,Mupapillomavirus 2
9,64297,train,Uganda S virus
9,337051,train,Betapapillomavirus 1
9,931244,train,Alphapapillomavirus 14
9,59301,train,Mayaro virus
9,38766,test,Lagos bat lyssavirus
9,12538,train,Mokola lyssavirus
9,64319,train,Yaounde virus
9,186541,train,Tai Forest ebolavirus
9,44158,train,Aura virus
9,59563,train,Ilheus virus
9,334208,train,Betapapillomavirus 4
9,11084,test,Tick-borne encephalitis virus
9,211977,test,Aravan lyssavirus
9,334209,test,Betapapillomavirus 5
9,3052426,train,Nyando orthobunyavirus
9,48544,train,Fort Morgan virus
9,64320,train,Zika virus
9,11072,train,Japanese encephalitis virus
9,337043,train,Alphapapillomavirus 4
9,3052637,train,Bujaru phlebovirus
9,57483,train,European bat 2 lyssavirus
9,333926,train,Gammapapillomavirus 1
9,337039,test,Alphapapillomavirus 2
9,130310,train,Human mastadenovirus D
9,337048,train,Alphapapillomavirus 1
9,40004,train,Tyuleniy virus
9,64283,train,Entebbe bat virus
9,59300,train,Getah virus
9,333767,test,Alphapapillomavirus 3
9,12542,train,Omsk hemorrhagic fever virus
9,2083199,train,Mosso das Pedras virus
9,11080,train,Saint Louis encephalitis virus
9,3052386,train,Capim orthobunyavirus
9,64303,train,Aroa virus
9,11036,train,Venezuelan equine encephalitis virus
9,11029,train,Ross River virus
9,11079,train,Murray Valley encephalitis virus
9,186540,train,Sudan ebolavirus
9,565995,train,Bundibugyo ebolavirus
9,44026,test,Sepik virus
9,333930,train,Gammapapillomavirus 4
9,2169701,train,Onyong-nyong virus
9,3052441,train,Simbu orthobunyavirus
9,59305,train,Bebaru virus
9,129954,train,Equine mastadenovirus A
9,11246,train,Bovine orthopneumovirus
9,60876,train,Pixuna virus
9,186538,train,Zaire ebolavirus
9,64293,train,Tembusu virus
9,1330521,train,Enterovirus J
9,3052440,train,Shuni orthobunyavirus
9,11023,train,Middelburg virus
9,130308,train,Human mastadenovirus E
9,57482,test,European bat 1 lyssavirus
9,64280,train,Apoi virus
9,1159195,train,Southern elephant seal virus
9,38767,train,Duvenhage lyssavirus
9,3052304,train,Cupixi mammarenavirus
9,11033,train,Semliki Forest virus
9,64307,train,Gadgets Gully virus
9,11024,train,Highlands J virus
9,138950,train,Enterovirus C
9,332097,train,Rio Negro virus
9,11086,train,Louping ill virus
9,1239570,train,Mamastrovirus 6
9,463676,train,Rhinovirus C
9,2083198,train,Everglades virus
9,3052148,train,Lloviu cuevavirus
9,194440,train,Primate T-lymphotropic virus 1
9,3051976,train,Tellina virus
9,333929,train,Gammapapillomavirus 3
9,64309,train,Jugra virus
9,33743,train,Kyasanur Forest disease virus
9,1440170,train,Madariaga virus
9,11263,test,Murine orthopneumovirus
9,186539,train,Reston ebolavirus
9,129951,train,Human mastadenovirus C
9,11676,test,Human immunodeficiency virus 1
9,11983,test,Norwalk virus
9,334203,train,Mupapillomavirus 1
9,11083,train,Powassan virus
9,64290,train,Bagaza virus
9,1972565,train,Morreton vesiculovirus
9,11085,train,Langat virus
9,64305,train,Cacipacore virus
9,1933185,train,Frijoles phlebovirus
9,11082,train,West Nile virus
9,3052456,train,Wyeomyia orthobunyavirus
9,3052317,train,Machupo mammarenavirus
9,45455,train,Macacine gammaherpesvirus 4
9,3052389,train,Catu orthobunyavirus
9,3052320,train,Mopeia mammarenavirus
9,1933263,train,Bimiti orthobunyavirus
9,3052387,test,Caraparu orthobunyavirus
9,64311,train,Kedougou virus
9,3052679,train,Salehabad phlebovirus
9,35246,train,Cercopithecine alphaherpesvirus 9
9,60879,train,Cabassou virus
9,122291,train,Kappapapillomavirus 1
9,2003652,test,Cosavirus F
9,60877,train,Tonate virus
9,11320,test,Influenza A virus
9,11660,train,Caprine arthritis encephalitis virus
9,1678147,train,Piscihepevirus A
9,64294,train,Yokose virus
9,11002,train,Infectious pancreatic necrosis virus
9,10298,test,Human alphaherpesvirus 1
9,3052384,train,Bwamba orthobunyavirus
9,1972573,train,Isfahan vesiculovirus
9,249584,test,West Caucasian bat lyssavirus
9,3052429,train,Oropouche orthobunyavirus
9,84589,train,Salmon pancreas disease virus
9,1891762,train,Human polyomavirus 1
9,1239565,train,Mamastrovirus 1
9,164416,train,Wesselsbron virus
9,1330491,train,Cosavirus A
9,64310,test,Kadam virus
9,11520,train,Influenza B virus
9,3052045,train,Ungulate bocaparvovirus 1
9,3052608,train,Pegivirus C
9,37296,train,Human gammaherpesvirus 8
9,11250,train,Human orthopneumovirus
9,333928,train,Gammapapillomavirus 2
9,3052561,train,Simian orthorubulavirus
9,3052640,train,Candiru phlebovirus
9,3052308,test,Ippy mammarenavirus
9,183405,train,Rotavirus F
9,310907,train,Enterovirus H
9,2748958,train,Huaiyangshan banyangvirus
9,70796,train,Tremovirus A
9,333931,train,Gammapapillomavirus 5
9,1933178,train,Akabane orthobunyavirus
9,11709,test,Human immunodeficiency virus 2
9,1933189,train,Sandfly fever Naples phlebovirus
9,64296,train,Edge Hill virus
9,746543,train,Shimoni bat lyssavirus
9,2169991,test,Argentinian mammarenavirus
9,138949,test,Enterovirus B
9,3051624,train,Carnivore amdoparvovirus 1
9,138951,train,Enterovirus D
9,1972588,test,Klamath tupavirus
9,3052684,train,Punta Toro phlebovirus
9,1239567,train,Mamastrovirus 3
9,686984,train,Sapelovirus A
9,39720,train,Walleye dermal sarcoma virus
9,3052396,test,Guama orthobunyavirus
9,183407,train,Rotavirus G
9,1972575,train,Piry vesiculovirus
9,3052613,train,Pegivirus I
9,28871,train,Taterapox virus
9,1933180,train,Anopheles A orthobunyavirus
9,3052390,test,California encephalitis orthobunyavirus
9,10359,train,Human betaherpesvirus 5
9,11034,train,Sindbis virus
9,1972579,train,Alagoas vesiculovirus
9,129875,train,Human mastadenovirus A
9,3052493,test,Puumala orthohantavirus
9,2025079,train,Torchivirus A
9,1891754,train,Bos taurus polyomavirus 1
9,3052374,train,Bertioga orthobunyavirus
9,1167696,train,Ikoma lyssavirus
9,11569,train,Thogoto thogotovirus
9,3052600,train,Sosuga pararubulavirus
9,162145,train,Human metapneumovirus
9,11021,train,Eastern equine encephalitis virus
9,3052372,train,Batama orthobunyavirus
9,3052727,train,Rotterdam reptarenavirus
9,129952,train,Bovine mastadenovirus C
9,11089,train,Yellow fever virus
9,3052538,train,Tamdy orthonairovirus
9,1803956,train,Parechovirus A
9,3052328,train,Tacaribe mammarenavirus
9,405554,test,White bream virus
9,2560315,train,Avian metaavulavirus 5
9,64292,train,Ntaya virus
9,3052449,train,Thimiri orthobunyavirus
9,38525,train,Avian metapneumovirus
9,59304,train,Una virus
9,11240,train,Phocine morbillivirus
9,1980456,train,Andes orthohantavirus
9,3052413,train,Madrid orthobunyavirus
9,3052231,test,Hepacivirus K
9,1891729,train,Mesocricetus auratus polyomavirus 1
9,2003650,train,Cosavirus D
9,2170203,test,Western chimpanzee simian foamy virus
9,3052479,train,Fusong orthohantavirus
9,694003,train,Betacoronavirus 1
9,11241,train,Rinderpest morbillivirus
9,11552,test,Influenza C virus
9,188763,train,Panine betaherpesvirus 2
9,10570,train,Alphapapillomavirus 12
9,129726,train,Pseudocowpox virus
9,1933191,train,Uukuniemi phlebovirus
9,10376,train,Human gammaherpesvirus 4
9,3052395,train,Guajara orthobunyavirus
9,11020,train,Barmah Forest virus
9,10258,train,Orf virus
9,3052534,test,Sakhalin orthonairovirus
9,3052676,train,Rift Valley fever phlebovirus
9,240426,test,Squirrelpox virus
9,154334,train,Macacine gammaherpesvirus 5
9,3052338,train,Quezon mobatvirus
9,11901,train,Bovine leukemia virus
9,129728,train,Parapoxvirus of red deer in New Zealand
9,3052485,test,Maporal orthohantavirus
9,3052408,train,Koongol orthobunyavirus
9,50292,train,Cercopithecine betaherpesvirus 5
9,44024,train,Kokobera virus
9,1300113,train,Anguillid perhabdovirus
9,147711,train,Rhinovirus A
9,3052470,train,Bayou orthohantavirus
9,11039,test,Western equine encephalitis virus
9,1891763,train,Human polyomavirus 2
9,3052393,train,Gamboa orthobunyavirus
9,1987125,train,Hepatovirus D
9,3052222,train,Ghanaian bat henipavirus
9,1511892,train,Adeno-associated dependoparvovirus B
9,693997,train,Alphacoronavirus 1
9,2170199,train,Rhesus macaque simian foamy virus
9,334212,train,Pipapillomavirus 1
9,3052499,train,Sin Nombre orthohantavirus
9,290028,train,Human coronavirus HKU1
