iteration,taxid,set,latestsppname,LatestSppName
25,2170060,train,Zegla orthobunyavirus,Zegla orthobunyavirus
25,2499932,train,Zetaarterivirus ugarco 1,Zetaarterivirus ugarco 1
25,333919,train,Zetapapillomavirus 1,Zetapapillomavirus 1
25,64320,train,Zika virus,Zika virus
26,1511891,test,Adeno-associated dependoparvovirus A,Adeno-associated dependoparvovirus A
26,341721,test,Aedes pseudoscutellaris reovirus,Aedes pseudoscutellaris reovirus
26,40050,test,African horse sickness virus,African horse sickness virus
26,1897731,test,Aichivirus D,Aichivirus D
26,333766,test,Alphapapillomavirus 13,Alphapapillomavirus 13
26,1980456,test,Andes orthohantavirus,Andes orthohantavirus
26,64303,test,Aroa virus,Aroa virus
26,90961,test,Australian bat lyssavirus,Australian bat lyssavirus
26,2560313,test,Avian metaavulavirus 2,Avian metaavulavirus 2
26,38170,test,Avian orthoreovirus,Avian orthoreovirus
26,1511772,test,Avisivirus A,Avisivirus A
26,2560340,test,Bat mumps orthorubulavirus,Bat mumps orthorubulavirus
26,3052298,test,Bear Canyon mammarenavirus,Bear Canyon mammarenavirus
26,59305,test,Bebaru virus,Bebaru virus
26,2499930,test,Betaarterivirus chinrav 1,Betaarterivirus chinrav 1
26,2499685,test,Betaarterivirus suid 2,Betaarterivirus suid 2
26,333924,test,Betapapillomavirus 2,Betapapillomavirus 2
26,334209,test,Betapapillomavirus 5,Betapapillomavirus 5
26,11246,test,Bovine orthopneumovirus,Bovine orthopneumovirus
26,693066,test,Bovine rhinitis B virus,Bovine rhinitis B virus
26,3052472,test,Bruges orthohantavirus,Bruges orthohantavirus
26,60879,test,Cabassou virus,Cabassou virus
26,28873,test,Camelpox virus,Camelpox virus
26,1821751,test,Cardiovirus C,Cardiovirus C
26,3051624,test,Carnivore amdoparvovirus 1,Carnivore amdoparvovirus 1
26,50292,test,Cercopithecine betaherpesvirus 5,Cercopithecine betaherpesvirus 5
26,3052344,test,Cetacean morbillivirus,Cetacean morbillivirus
26,3052588,test,Chilibre phlebovirus,Chilibre phlebovirus
26,1679172,test,Chobar Gorge virus,Chobar Gorge virus
26,3052474,test,Choclo orthohantavirus,Choclo orthohantavirus
26,745716,test,Coffee ringspot dichorhavirus,Coffee ringspot dichorhavirus
26,1330491,test,Cosavirus A,Cosavirus A
26,1330521,test,Enterovirus J,Enterovirus J
26,2501965,test,Epsilonarterivirus safriver,Epsilonarterivirus safriver
26,40537,test,Epsilonpapillomavirus 1,Epsilonpapillomavirus 1
26,129955,test,Equine mastadenovirus B,Equine mastadenovirus B
26,329862,test,Equine torovirus,Equine torovirus
26,40056,test,Eubenangee virus,Eubenangee virus
26,57483,test,European bat 2 lyssavirus,European bat 2 lyssavirus
26,1965074,test,Fathead minnow nidovirus 1,Fathead minnow nidovirus 1
26,53182,test,Feline foamy virus,Feline foamy virus
26,3052479,test,Fusong orthohantavirus,Fusong orthohantavirus
26,10406,test,Ground squirrel hepatitis virus,Ground squirrel hepatitis virus
26,3052396,test,Guama orthobunyavirus,Guama orthobunyavirus
26,3052480,test,Hantaan orthohantavirus,Hantaan orthohantavirus
26,3052223,test,Hendra henipavirus,Hendra henipavirus
26,12092,test,Hepatovirus A,Hepatovirus A
26,1987123,test,Hepatovirus B,Hepatovirus B
26,1987126,test,Hepatovirus E,Hepatovirus E
26,1987130,test,Hepatovirus I,Hepatovirus I
26,11024,test,Highlands J virus,Highlands J virus
26,290028,test,Human coronavirus HKU1,Human coronavirus HKU1
26,11250,test,Human orthopneumovirus,Human orthopneumovirus
26,1891763,test,Human polyomavirus 2,Human polyomavirus 2
26,11002,test,Infectious pancreatic necrosis virus,Infectious pancreatic necrosis virus
26,1985689,test,Iriri curiovirus,Iriri curiovirus
26,1972573,test,Isfahan vesiculovirus,Isfahan vesiculovirus
26,1985690,test,Itacaiunas curiovirus,Itacaiunas curiovirus
26,1972615,test,Joinjakaka hapavirus,Joinjakaka hapavirus
26,64310,test,Kadam virus,Kadam virus
26,122291,test,Kappapapillomavirus 1,Kappapapillomavirus 1
26,3052482,test,Kenkeme orthohantavirus,Kenkeme orthohantavirus
26,1978537,test,Kern Canyon ledantevirus,Kern Canyon ledantevirus
26,1978538,test,Keuraliba ledantevirus,Keuraliba ledantevirus
26,181667,test,Lambdapapillomavirus 1,Lambdapapillomavirus 1
26,1914575,test,Limnipivirus B,Limnipivirus B
26,3052314,test,Lujo mammarenavirus,Lujo mammarenavirus
26,1440170,test,Madariaga virus,Madariaga virus
26,3052405,test,Main Drain orthobunyavirus,Main Drain orthobunyavirus
26,1239572,test,Mamastrovirus 8,Mamastrovirus 8
26,1897087,test,Mammalian 2 orthobornavirus,Mammalian 2 orthobornavirus
26,3052505,test,Marburg marburgvirus,Marburg marburgvirus
26,1891729,test,Mesocricetus auratus polyomavirus 1,Mesocricetus auratus polyomavirus 1
26,11023,test,Middelburg virus,Middelburg virus
26,1913642,test,Mink coronavirus 1,Mink coronavirus 1
26,3052325,test,Mobala mammarenavirus,Mobala mammarenavirus
26,12538,test,Mokola lyssavirus,Mokola lyssavirus
26,64312,test,Montana myotis leukoencephalitis virus,Montana myotis leukoencephalitis virus
26,1972565,test,Morreton vesiculovirus,Morreton vesiculovirus
26,1972621,test,Mosqueiro hapavirus,Mosqueiro hapavirus
26,60875,test,Mucambo virus,Mucambo virus
26,3052225,test,Nipah henipavirus,Nipah henipavirus
26,3052426,test,Nyando orthobunyavirus,Nyando orthobunyavirus
26,1972592,test,Obodhiang ephemerovirus,Obodhiang ephemerovirus
26,1678146,test,Orthohepevirus D,Orthohepevirus D
26,1972625,test,Parry Creek hapavirus,Parry Creek hapavirus
26,1256869,test,Perch perhabdovirus,Perch perhabdovirus
26,3052622,test,Pestivirus D,Pestivirus D
26,3052616,test,Pestivirus E,Pestivirus E
26,11240,test,Phocine morbillivirus,Phocine morbillivirus
26,219584,test,Pike fry sprivivirus,Pike fry sprivivirus
26,334212,test,Pipapillomavirus 1,Pipapillomavirus 1
26,694008,test,Pipistrellus bat coronavirus HKU5,Pipistrellus bat coronavirus HKU5
26,3052324,test,Pirital mammarenavirus,Pirital mammarenavirus
26,3241441,test,Porcine mastadenovirus A,Porcine mastadenovirus A
26,237020,test,Porcine torovirus,Porcine torovirus
26,194443,test,Primate T-lymphotropic virus 3,Primate T-lymphotropic virus 3
26,129726,test,Pseudocowpox virus,Pseudocowpox virus
26,1972686,test,Puerto Almendras almendravirus,Puerto Almendras almendravirus
26,3052762,test,Rice grassy stunt tenuivirus,Rice grassy stunt tenuivirus
26,59380,test,Rice yellow stunt nucleorhabdovirus,Rice yellow stunt nucleorhabdovirus
26,332097,test,Rio Negro virus,Rio Negro virus
26,1985691,test,Rochambeau curiovirus,Rochambeau curiovirus
26,11041,test,Rubella virus,Rubella virus
26,64284,test,Saboya virus,Saboya virus
26,1980917,test,Salmonid novirhabdovirus,Salmonid novirhabdovirus
26,3052437,test,Schmallenberg orthobunyavirus,Schmallenberg orthobunyavirus
26,694009,test,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
26,11034,test,Sindbis virus,Sindbis virus
26,240426,test,Squirrelpox virus,Squirrelpox virus
26,28871,test,Taterapox virus,Taterapox virus
26,3051976,test,Tellina virus,Tellina virus
26,3052601,test,Teviot pararubulavirus,Teviot pararubulavirus
26,3052537,test,Thiafora orthonairovirus,Thiafora orthonairovirus
26,3052449,test,Thimiri orthobunyavirus,Thimiri orthobunyavirus
26,3052602,test,Tioman pararubulavirus,Tioman pararubulavirus
26,2025079,test,Torchivirus A,Torchivirus A
26,694007,test,Tylonycteris bat coronavirus HKU4,Tylonycteris bat coronavirus HKU4
26,40004,test,Tyuleniy virus,Tyuleniy virus
26,40060,test,Umatilla virus,Umatilla virus
26,3052045,test,Ungulate bocaparvovirus 1,Ungulate bocaparvovirus 1
26,1933191,test,Uukuniemi phlebovirus,Uukuniemi phlebovirus
26,11036,test,Venezuelan equine encephalitis virus,Venezuelan equine encephalitis virus
26,164416,test,Wesselsbron virus,Wesselsbron virus
26,249584,test,West Caucasian bat lyssavirus,West Caucasian bat lyssavirus
26,1159908,test,Wigeon coronavirus HKU20,Wigeon coronavirus HKU20
26,1978541,test,Wuhan ledantevirus,Wuhan ledantevirus
26,59816,test,Yellowtail ascites virus,Yellowtail ascites virus
26,1972567,test,Yug Bogdanovac vesiculovirus,Yug Bogdanovac vesiculovirus
26,306276,test,Yunnan orbivirus,Yunnan orbivirus
26,2169685,train,Aalivirus A,Aalivirus A
26,2560259,train,Achimota pararubulavirus 1,Achimota pararubulavirus 1
26,2560260,train,Achimota pararubulavirus 2,Achimota pararubulavirus 2
26,1972589,train,Adelaide River ephemerovirus,Adelaide River ephemerovirus
26,1511892,train,Adeno-associated dependoparvovirus B,Adeno-associated dependoparvovirus B
26,10497,train,African swine fever virus,African swine fever virus
26,72149,train,Aichivirus A,Aichivirus A
26,194965,train,Aichivirus B,Aichivirus B
26,1298633,train,Aichivirus C,Aichivirus C
26,1986958,train,Aichivirus E,Aichivirus E
26,1986959,train,Aichivirus F,Aichivirus F
26,1933178,train,Akabane orthobunyavirus,Akabane orthobunyavirus
26,1972579,train,Alagoas vesiculovirus,Alagoas vesiculovirus
26,1933181,train,Alajuela orthobunyavirus,Alajuela orthobunyavirus
26,35252,train,Alcelaphine gammaherpesvirus 1,Alcelaphine gammaherpesvirus 1
26,138184,train,Alcelaphine gammaherpesvirus 2,Alcelaphine gammaherpesvirus 2
26,1972639,train,Alfalfa dwarf cytorhabdovirus,Alfalfa dwarf cytorhabdovirus
26,144752,train,Allpahuayo mammarenavirus,Allpahuayo mammarenavirus
26,1985693,train,Almpiwar sripuvirus,Almpiwar sripuvirus
26,2499620,train,Alphaarterivirus equid,Alphaarterivirus equid
26,693997,train,Alphacoronavirus 1,Alphacoronavirus 1
26,337048,train,Alphapapillomavirus 1,Alphapapillomavirus 1
26,333754,train,Alphapapillomavirus 10,Alphapapillomavirus 10
26,337049,train,Alphapapillomavirus 11,Alphapapillomavirus 11
26,10570,train,Alphapapillomavirus 12,Alphapapillomavirus 12
26,931244,train,Alphapapillomavirus 14,Alphapapillomavirus 14
26,337039,train,Alphapapillomavirus 2,Alphapapillomavirus 2
26,333767,train,Alphapapillomavirus 3,Alphapapillomavirus 3
26,337043,train,Alphapapillomavirus 4,Alphapapillomavirus 4
26,337044,train,Alphapapillomavirus 5,Alphapapillomavirus 5
26,337050,train,Alphapapillomavirus 6,Alphapapillomavirus 6
26,337042,train,Alphapapillomavirus 7,Alphapapillomavirus 7
26,333757,train,Alphapapillomavirus 8,Alphapapillomavirus 8
26,337041,train,Alphapapillomavirus 9,Alphapapillomavirus 9
26,1972564,train,American bat vesiculovirus,American bat vesiculovirus
26,1986960,train,Ampivirus A,Ampivirus A
26,2560293,train,Anativirus A,Anativirus A
26,1300113,train,Anguillid perhabdovirus,Anguillid perhabdovirus
26,1933180,train,Anopheles A orthobunyavirus,Anopheles A orthobunyavirus
26,64280,train,Apoi virus,Apoi virus
26,1330066,train,Aquamavirus A,Aquamavirus A
26,56094,train,Aquareovirus A,Aquareovirus A
26,57747,train,Aquareovirus B,Aquareovirus B
26,185782,train,Aquareovirus C,Aquareovirus C
26,2083444,train,Aquareovirus E,Aquareovirus E
26,519014,train,Aquareovirus G,Aquareovirus G
26,211977,train,Aravan lyssavirus,Aravan lyssavirus
26,1972683,train,Arboretum almendravirus,Arboretum almendravirus
26,2169991,train,Argentinian mammarenavirus,Argentinian mammarenavirus
26,35243,train,Ateline alphaherpesvirus 1,Ateline alphaherpesvirus 1
26,44158,train,Aura virus,Aura virus
26,1239437,train,Avastrovirus 1,Avastrovirus 1
26,1239438,train,Avastrovirus 2,Avastrovirus 2
26,1239439,train,Avastrovirus 3,Avastrovirus 3
26,694014,train,Avian coronavirus,Avian coronavirus
26,11864,train,Avian leukosis virus,Avian leukosis virus
26,2560309,train,Avian metaavulavirus 10,Avian metaavulavirus 10
26,2560310,train,Avian metaavulavirus 11,Avian metaavulavirus 11
26,2560315,train,Avian metaavulavirus 5,Avian metaavulavirus 5
26,2560316,train,Avian metaavulavirus 6,Avian metaavulavirus 6
26,2560317,train,Avian metaavulavirus 7,Avian metaavulavirus 7
26,2560318,train,Avian metaavulavirus 8,Avian metaavulavirus 8
26,38525,train,Avian metapneumovirus,Avian metapneumovirus
26,2560319,train,Avian orthoavulavirus 1,Avian orthoavulavirus 1
26,2560320,train,Avian orthoavulavirus 12,Avian orthoavulavirus 12
26,2560321,train,Avian orthoavulavirus 13,Avian orthoavulavirus 13
26,2560326,train,Avian orthoavulavirus 9,Avian orthoavulavirus 9
26,3052594,train,Avian paraavulavirus 3,Avian paraavulavirus 3
26,3052593,train,Avian paraavulavirus 4,Avian paraavulavirus 4
26,691956,train,Avihepatovirus A,Avihepatovirus A
26,1985982,train,Avisivirus B,Avisivirus B
26,1985983,train,Avisivirus C,Avisivirus C
26,75888,train,Baboon orthoreovirus,Baboon orthoreovirus
26,3052627,train,Badu phasivirus,Badu phasivirus
26,64290,train,Bagaza virus,Bagaza virus
26,1986118,train,Ball python nidovirus 1,Ball python nidovirus 1
26,77763,train,Banna virus,Banna virus
26,38837,train,Banzi virus,Banzi virus
26,1985699,train,Barley yellow striate mosaic cytorhabdovirus,Barley yellow striate mosaic cytorhabdovirus
26,11020,train,Barmah Forest virus,Barmah Forest virus
26,1978534,train,Barur ledantevirus,Barur ledantevirus
26,1913643,train,Bat coronavirus CDPHE15,Bat coronavirus CDPHE15
26,1244203,train,Bat coronavirus HKU10,Bat coronavirus HKU10
26,3052372,train,Batama orthobunyavirus,Batama orthobunyavirus
26,3052470,train,Bayou orthohantavirus,Bayou orthohantavirus
26,694015,train,Beluga whale coronavirus SW1,Beluga whale coronavirus SW1
26,1972594,train,Berrimah ephemerovirus,Berrimah ephemerovirus
26,3052374,train,Bertioga orthobunyavirus,Bertioga orthobunyavirus
26,2499680,train,Betaarterivirus suid 1,Betaarterivirus suid 1
26,694003,train,Betacoronavirus 1,Betacoronavirus 1
26,337051,train,Betapapillomavirus 1,Betapapillomavirus 1
26,334207,train,Betapapillomavirus 3,Betapapillomavirus 3
26,334208,train,Betapapillomavirus 4,Betapapillomavirus 4
26,1933263,train,Bimiti orthobunyavirus,Bimiti orthobunyavirus
26,40051,train,Bluetongue virus,Bluetongue virus
26,1072176,train,Bokeloh bat lyssavirus,Bokeloh bat lyssavirus
26,1891754,train,Bos taurus polyomavirus 1,Bos taurus polyomavirus 1
26,64295,train,Bouboui virus,Bouboui virus
26,10320,train,Bovine alphaherpesvirus 1,Bovine alphaherpesvirus 1
26,35244,train,Bovine alphaherpesvirus 5,Bovine alphaherpesvirus 5
26,130499,train,Bovine atadenovirus D,Bovine atadenovirus D
26,1972593,train,Bovine fever ephemerovirus,Bovine fever ephemerovirus
26,207343,train,Bovine foamy virus,Bovine foamy virus
26,10385,train,Bovine gammaherpesvirus 4,Bovine gammaherpesvirus 4
26,11657,train,Bovine immunodeficiency virus,Bovine immunodeficiency virus
26,11901,train,Bovine leukemia virus,Bovine leukemia virus
26,129953,train,Bovine mastadenovirus A,Bovine mastadenovirus A
26,129950,train,Bovine mastadenovirus B,Bovine mastadenovirus B
26,129952,train,Bovine mastadenovirus C,Bovine mastadenovirus C
26,1986112,train,Bovine nidovirus 1,Bovine nidovirus 1
26,129727,train,Bovine papular stomatitis virus,Bovine papular stomatitis virus
26,3052729,train,Bovine respirovirus 3,Bovine respirovirus 3
26,1155188,train,Bovine rhinitis A virus,Bovine rhinitis A virus
26,74501,train,Bovine torovirus,Bovine torovirus
26,3052471,train,Bowe orthohantavirus,Bowe orthohantavirus
26,3052299,train,Brazilian mammarenavirus,Brazilian mammarenavirus
26,202910,train,Bubaline alphaherpesvirus 1,Bubaline alphaherpesvirus 1
26,3052637,train,Bujaru phlebovirus,Bujaru phlebovirus
26,574549,train,Bulbul coronavirus HKU11,Bulbul coronavirus HKU11
26,565995,train,Bundibugyo ebolavirus,Bundibugyo ebolavirus
26,3052381,train,Bunyamwera orthobunyavirus,Bunyamwera orthobunyavirus
26,3052384,train,Bwamba orthobunyavirus,Bwamba orthobunyavirus
26,64305,train,Cacipacore virus,Cacipacore virus
26,1330068,train,Cadicivirus A,Cadicivirus A
26,3052300,train,Cali mammarenavirus,Cali mammarenavirus
26,3052390,train,California encephalitis orthobunyavirus,California encephalitis orthobunyavirus
26,3052724,train,California reptarenavirus,California reptarenavirus
26,106331,train,Callitrichine gammaherpesvirus 3,Callitrichine gammaherpesvirus 3
26,3052640,train,Candiru phlebovirus,Candiru phlebovirus
26,170325,train,Canid alphaherpesvirus 1,Canid alphaherpesvirus 1
26,10537,train,Canine mastadenovirus A,Canine mastadenovirus A
26,3052342,train,Canine morbillivirus,Canine morbillivirus
26,3052476,train,Cano Delgadito orthohantavirus,Cano Delgadito orthohantavirus
26,3052473,train,Cao Bang orthohantavirus,Cao Bang orthohantavirus
26,3052386,train,Capim orthobunyavirus,Capim orthobunyavirus
26,11660,train,Caprine arthritis encephalitis virus,Caprine arthritis encephalitis virus
26,1972571,train,Carajas vesiculovirus,Carajas vesiculovirus
26,3052387,train,Caraparu orthobunyavirus,Caraparu orthobunyavirus
26,1821749,train,Cardiovirus A,Cardiovirus A
26,1821750,train,Cardiovirus B,Cardiovirus B
26,3052026,train,Carnivore bocaparvovirus 1,Carnivore bocaparvovirus 1
26,3052707,train,Carnivore protoparvovirus 1,Carnivore protoparvovirus 1
26,696863,train,Carp sprivivirus,Carp sprivivirus
26,3052389,train,Catu orthobunyavirus,Catu orthobunyavirus
26,33706,train,Caviid betaherpesvirus 2,Caviid betaherpesvirus 2
26,3052221,train,Cedar henipavirus,Cedar henipavirus
26,10317,train,Cercopithecine alphaherpesvirus 2,Cercopithecine alphaherpesvirus 2
26,35246,train,Cercopithecine alphaherpesvirus 9,Cercopithecine alphaherpesvirus 9
26,79891,train,Cervid alphaherpesvirus 1,Cervid alphaherpesvirus 1
26,365327,train,Cervid alphaherpesvirus 2,Cervid alphaherpesvirus 2
26,1985694,train,Chaco sripuvirus,Chaco sripuvirus
26,1972576,train,Chandipura vesiculovirus,Chandipura vesiculovirus
26,40052,train,Changuinola virus,Changuinola virus
26,3052302,train,Chapare mammarenavirus,Chapare mammarenavirus
26,40065,train,Chenuda virus,Chenuda virus
26,37124,train,Chikungunya virus,Chikungunya virus
26,1986113,train,Chinook salmon nidovirus 1,Chinook salmon nidovirus 1
26,1972586,train,Coastal Plains tibrovirus,Coastal Plains tibrovirus
26,1972572,train,Cocal vesiculovirus,Cocal vesiculovirus
26,1972637,train,Colocasia bobone disease-associated cytorhabdovirus,Colocasia bobone disease-associated cytorhabdovirus
26,46839,train,Colorado tick fever virus,Colorado tick fever virus
26,1159902,train,Common moorhen coronavirus HKU21,Common moorhen coronavirus HKU21
26,1965089,train,Coronavirus HKU15,Coronavirus HKU15
26,40053,train,Corriparta virus,Corriparta virus
26,2003649,train,Cosavirus B,Cosavirus B
26,2003650,train,Cosavirus D,Cosavirus D
26,2003651,train,Cosavirus E,Cosavirus E
26,2003652,train,Cosavirus F,Cosavirus F
26,10243,train,Cowpox virus,Cowpox virus
26,3052518,train,Crimean-Congo hemorrhagic fever orthonairovirus,Crimean-Congo hemorrhagic fever orthonairovirus
26,3052210,train,Cumuto goukovirus,Cumuto goukovirus
26,3052304,train,Cupixi mammarenavirus,Cupixi mammarenavirus
26,1985688,train,Curionopolis curiovirus,Curionopolis curiovirus
26,205895,train,Cypovirus 1,Cypovirus 1
26,205908,train,Cypovirus 14,Cypovirus 14
26,205910,train,Cypovirus 15,Cypovirus 15
26,205896,train,Cypovirus 2,Cypovirus 2
26,205899,train,Cypovirus 5,Cypovirus 5
26,3052475,train,Dabieshan orthohantavirus,Dabieshan orthohantavirus
26,195059,train,Datura yellow vein nucleorhabdovirus,Datura yellow vein nucleorhabdovirus
26,2499622,train,Deltaarterivirus hemfev,Deltaarterivirus hemfev
26,1658615,train,Deltaarterivirus pejah,Deltaarterivirus pejah
26,10565,train,Deltapapillomavirus 1,Deltapapillomavirus 1
26,10564,train,Deltapapillomavirus 2,Deltapapillomavirus 2
26,56144,train,Deltapapillomavirus 3,Deltapapillomavirus 3
26,337052,train,Deltapapillomavirus 4,Deltapapillomavirus 4
26,12637,train,Dengue virus,Dengue virus
26,3052525,train,Dera Ghazi Khan orthonairovirus,Dera Ghazi Khan orthonairovirus
26,11318,train,Dhori thogotovirus,Dhori thogotovirus
26,3052477,train,Dobrava-Belgrade orthohantavirus,Dobrava-Belgrade orthohantavirus
26,48981,train,Drosophila X virus,Drosophila X virus
26,1308859,train,Drosophila affinis sigmavirus,Drosophila affinis sigmavirus
26,1002359,train,Drosophila ananassae sigmavirus,Drosophila ananassae sigmavirus
26,1002360,train,Drosophila immigrans sigmavirus,Drosophila immigrans sigmavirus
26,1094373,train,Drosophila melanogaster sigmavirus,Drosophila melanogaster sigmavirus
26,948741,train,Drosophila obscura sigmavirus,Drosophila obscura sigmavirus
26,3052514,train,Dugbe orthonairovirus,Dugbe orthonairovirus
26,1972581,train,Durham tupavirus,Durham tupavirus
26,38767,train,Duvenhage lyssavirus,Duvenhage lyssavirus
26,11021,train,Eastern equine encephalitis virus,Eastern equine encephalitis virus
26,12643,train,Ectromelia virus,Ectromelia virus
26,64296,train,Edge Hill virus,Edge Hill virus
26,488317,train,Eggplant mottled dwarf nucleorhabdovirus,Eggplant mottled dwarf nucleorhabdovirus
26,1231903,train,Eilat virus,Eilat virus
26,1987018,train,Ekpoma 1 tibrovirus,Ekpoma 1 tibrovirus
26,1987019,train,Ekpoma 2 tibrovirus,Ekpoma 2 tibrovirus
26,1881950,train,Elapid 1 orthobornavirus,Elapid 1 orthobornavirus
26,64283,train,Entebbe bat virus,Entebbe bat virus
26,138948,train,Enterovirus A,Enterovirus A
26,138949,train,Enterovirus B,Enterovirus B
26,138950,train,Enterovirus C,Enterovirus C
26,138951,train,Enterovirus D,Enterovirus D
26,12064,train,Enterovirus E,Enterovirus E
26,1330520,train,Enterovirus F,Enterovirus F
26,106966,train,Enterovirus G,Enterovirus G
26,310907,train,Enterovirus H,Enterovirus H
26,2040663,train,Enterovirus I,Enterovirus I
26,40054,train,Epizootic hemorrhagic disease virus,Epizootic hemorrhagic disease virus
26,2501964,train,Epsilonarterivirus hemcep,Epsilonarterivirus hemcep
26,10326,train,Equid alphaherpesvirus 1,Equid alphaherpesvirus 1
26,80341,train,Equid alphaherpesvirus 3,Equid alphaherpesvirus 3
26,10331,train,Equid alphaherpesvirus 4,Equid alphaherpesvirus 4
26,39637,train,Equid alphaherpesvirus 8,Equid alphaherpesvirus 8
26,55744,train,Equid alphaherpesvirus 9,Equid alphaherpesvirus 9
26,12657,train,Equid gammaherpesvirus 2,Equid gammaherpesvirus 2
26,10371,train,Equid gammaherpesvirus 5,Equid gammaherpesvirus 5
26,201490,train,Equine encephalosis virus,Equine encephalosis virus
26,109270,train,Equine foamy virus,Equine foamy virus
26,11665,train,Equine infectious anemia virus,Equine infectious anemia virus
26,129954,train,Equine mastadenovirus A,Equine mastadenovirus A
26,47000,train,Equine rhinitis A virus,Equine rhinitis A virus
26,312185,train,Erbovirus A,Erbovirus A
26,273810,train,Eriocheir sinensis reovirus,Eriocheir sinensis reovirus
26,3052516,train,Estero Real orthonairovirus,Estero Real orthonairovirus
26,2501969,train,Etaarterivirus ugarco 1,Etaarterivirus ugarco 1
26,57482,train,European bat 1 lyssavirus,European bat 1 lyssavirus
26,33756,train,European brown hare syndrome virus,European brown hare syndrome virus
26,2083198,train,Everglades virus,Everglades virus
26,62352,train,Eyach virus,Eyach virus
26,10334,train,Felid alphaherpesvirus 1,Felid alphaherpesvirus 1
26,11978,train,Feline calicivirus,Feline calicivirus
26,11673,train,Feline immunodeficiency virus,Feline immunodeficiency virus
26,11768,train,Feline leukemia virus,Feline leukemia virus
26,1170234,train,Feline morbillivirus,Feline morbillivirus
26,3052202,train,Ferak feravirus,Ferak feravirus
26,77698,train,Fiji disease virus,Fiji disease virus
26,1978545,train,Fikirini ledantevirus,Fikirini ledantevirus
26,1972612,train,Flanders hapavirus,Flanders hapavirus
26,3052305,train,Flexal mammarenavirus,Flexal mammarenavirus
26,2509284,train,Fly wubeivirus,Fly wubeivirus
26,12110,train,Foot-and-mouth disease virus,Foot-and-mouth disease virus
26,48544,train,Fort Morgan virus,Fort Morgan virus
26,1933185,train,Frijoles phlebovirus,Frijoles phlebovirus
26,3052478,train,Fugong orthohantavirus,Fugong orthohantavirus
26,1978535,train,Fukuoka ledantevirus,Fukuoka ledantevirus
26,64307,train,Gadgets Gully virus,Gadgets Gully virus
26,3052306,train,Gairo mammarenavirus,Gairo mammarenavirus
26,1511776,train,Gallivirus A,Gallivirus A
26,3052393,train,Gamboa orthobunyavirus,Gamboa orthobunyavirus
26,2499678,train,Gammaarterivirus lacdeh,Gammaarterivirus lacdeh
26,333926,train,Gammapapillomavirus 1,Gammapapillomavirus 1
26,333928,train,Gammapapillomavirus 2,Gammapapillomavirus 2
26,333929,train,Gammapapillomavirus 3,Gammapapillomavirus 3
26,333930,train,Gammapapillomavirus 4,Gammapapillomavirus 4
26,333931,train,Gammapapillomavirus 5,Gammapapillomavirus 5
26,59300,train,Getah virus,Getah virus
26,3052222,train,Ghanaian bat henipavirus,Ghanaian bat henipavirus
26,11840,train,Gibbon ape leukemia virus,Gibbon ape leukemia virus
26,186805,train,Goatpox virus,Goatpox virus
26,3052723,train,Golden reptarenavirus,Golden reptarenavirus
26,3052211,train,Gouleako goukovirus,Gouleako goukovirus
26,1972613,train,Gray Lodge hapavirus,Gray Lodge hapavirus
26,204269,train,Great Island virus,Great Island virus
26,2170196,train,Grivet simian foamy virus,Grivet simian foamy virus
26,3052395,train,Guajara orthobunyavirus,Guajara orthobunyavirus
26,3052307,train,Guanarito mammarenavirus,Guanarito mammarenavirus
26,3052397,train,Guaroa orthobunyavirus,Guaroa orthobunyavirus
26,2003391,train,Harkavirus A,Harkavirus A
26,1972614,train,Hart Park hapavirus,Hart Park hapavirus
26,3052519,train,Hazara orthonairovirus,Hazara orthonairovirus
26,1965093,train,Hedgehog coronavirus 1,Hedgehog coronavirus 1
26,3052228,train,Hepacivirus A,Hepacivirus A
26,3052236,train,Hepacivirus B,Hepacivirus B
26,3052230,train,Hepacivirus C,Hepacivirus C
26,3052227,train,Hepacivirus D,Hepacivirus D
26,3052235,train,Hepacivirus E,Hepacivirus E
26,3052232,train,Hepacivirus F,Hepacivirus F
26,3052237,train,Hepacivirus G,Hepacivirus G
26,3052233,train,Hepacivirus H,Hepacivirus H
26,3052238,train,Hepacivirus I,Hepacivirus I
26,3052229,train,Hepacivirus J,Hepacivirus J
26,3052231,train,Hepacivirus K,Hepacivirus K
26,3052239,train,Hepacivirus L,Hepacivirus L
26,3052234,train,Hepacivirus M,Hepacivirus M
26,3052226,train,Hepacivirus N,Hepacivirus N
26,10407,train,Hepatitis B virus,Hepatitis B virus
26,1987124,train,Hepatovirus C,Hepatovirus C
26,1987125,train,Hepatovirus D,Hepatovirus D
26,1987127,train,Hepatovirus F,Hepatovirus F
26,1987128,train,Hepatovirus G,Hepatovirus G
26,1987129,train,Hepatovirus H,Hepatovirus H
26,3052241,train,Herbert herbevirus,Herbert herbevirus
26,1980915,train,Hirame novirhabdovirus,Hirame novirhabdovirus
26,2748958,train,Huaiyangshan banyangvirus,Huaiyangshan banyangvirus
26,3052510,train,Hughes orthonairovirus,Hughes orthonairovirus
26,10298,train,Human alphaherpesvirus 1,Human alphaherpesvirus 1
26,10310,train,Human alphaherpesvirus 2,Human alphaherpesvirus 2
26,10335,train,Human alphaherpesvirus 3,Human alphaherpesvirus 3
